respondent_id,Age,Sex,Ethnicity simplified,Political spectrum (us),Student status,Employment status
609582f6f601d6e915084ece08bcf7bc,41,Male,White,Moderate,No,Full-Time
e35dda5d901848f890d9d5cfcec65cff,33,Female,Black,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
4b476ee41620eaa6e32da683644fb192,31,Male,White,Moderate,No,Full-Time
a22f442e813cb6cca1abbed013829e2f,25,Male,Other,Moderate,No,Full-Time
81df247805ac3568821e67d48e4114f8,41,Female,White,Conservative,No,Part-Time
59b80c92432cade2052d8a915c954375,26,Female,Black,Liberal,Yes,Unemployed (and job seeking)
6cd73646a157fe1ecdbd1f66d40dd439,48,Female,White,Liberal,No,Unemployed (and job seeking)
9b7dd80098ab4c90bdd0883f0552415e,30,Female,Black,Moderate,No,Full-Time
7182ddbbbbd8c353a76319fdcab8fef3,61,Male,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
fae884a213883cae9fb6e4b7eb1cba47,35,Male,Asian,Moderate,No,Full-Time
5b99f6c024b0f7db8fb2ab3799c36367,32,Male,White,Moderate,Yes,Part-Time
ef7430d9eb1626a6c5f427d7cabe888f,64,Male,White,Liberal,No,Full-Time
3d0b3c93d584ccf4bc0bf983d82ac6c1,57,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
792a03492d7a0f562d60db8cd6b6b3fd,68,Female,White,Moderate,DATA_EXPIRED,DATA_EXPIRED
305e386ec8e500217c1d97ef6581ed8f,51,Female,White,Moderate,No,Unemployed (and job seeking)
579127a19cbf4a92c9542464a262796f,38,Male,White,Moderate,No,Other
433d118dd5ce8deae3e0bb6e7e5eb92b,44,Female,White,Moderate,No,Full-Time
5d71dee1c7c1953740d3358eb1c14e5d,46,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
c93657e60ffb096a100f984752be4957,57,Female,White,Conservative,No,Full-Time
9b57450eb65054a6313b22eb5a3759a1,37,Male,White,Moderate,Yes,Unemployed (and job seeking)
65f1a03ceb0c41a09867cd6d302fb570,46,Female,Mixed,Liberal,Yes,Full-Time
be6cfbd819864ff12e6b4aa68427c51f,30,Female,Black,Liberal,No,Unemployed (and job seeking)
611934413ec3be1de4eff7ceb9920b82,39,Female,Asian,Liberal,No,Full-Time
c56ca9047794052d551a994e1365984a,43,Female,Black,Moderate,No,Full-Time
5aa8743d8fdc80b119eba1c1b9719982,20,Male,White,Conservative,Yes,Other
47dea705579e8069baeeabff2c9d966a,47,Female,White,Liberal,No,Full-Time
3bf4296035e0926cddaaa19d2e65b766,53,Female,White,Liberal,No,Other
86ee74903734e33b8fff1e0b8b65689b,22,Female,White,Liberal,Yes,Unemployed (and job seeking)
0dcb25bfb476f83a889c8895a3e444e2,24,Female,White,Liberal,Yes,Full-Time
962c338bea916824e326b849a435f129,54,Female,White,Liberal,Yes,Part-Time
3fcaa15767879393f4e26d8a050dfd91,38,Female,White,Liberal,No,Full-Time
6fd8a05e16eb4b82cf8030cde0ed5cc2,43,Male,White,Liberal,No,Unemployed (and job seeking)
eb0a3bb1bb1903f4a741c63d68acaed9,48,Female,White,Liberal,No,Full-Time
4246094cc2c6a487df80e939815f266a,30,Male,White,Moderate,No,Full-Time
b5f25dee1c031b7149c81b2639704020,56,Female,White,Conservative,No,Other
da9acbdbd2f80eeb02af84e175fdaaf7,40,Male,White,Liberal,No,Unemployed (and job seeking)
755ec91ba7179dbd2f9122e12434be9a,75,Female,White,Liberal,No,Unemployed (and job seeking)
468ae5b9967a5b561ea639c402b6d9a3,33,Female,Other,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
49060ba678fe9cfb1b6b9fa721bfd69b,41,Male,White,Conservative,Yes,Full-Time
89007b7f9b281c1b1df64717c579e50d,30,Female,White,Moderate,No,Part-Time
5ae838fad383ffd2f83758442aa1321c,66,Male,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
52d795a4fb9227fcbac47ba07ec6e4c4,55,Female,White,Liberal,No,Unemployed (and job seeking)
67f2ddc609652e0a3819d6a0ba419d8e,25,Female,Asian,Liberal,Yes,Part-Time
6deae858614e3bc7825d3e160df131a2,34,Female,White,Conservative,No,Part-Time
3a586986acdecac55ffac2d7c8c75635,24,Male,White,Moderate,Yes,Full-Time
9f5b7908d81a8c6bad0ffabdc74a15d3,50,Female,White,Conservative,No,Unemployed (and job seeking)
b155fc85891813f1c04ebf74d8bfbf9f,43,Female,White,Moderate,No,Full-Time
03a21957616d8e95d286231f49190e9e,26,Male,Black,Liberal,No,Unemployed (and job seeking)
075399868b3c830ea7c6adef2150d2ed,36,Male,White,Moderate,No,Part-Time
32c6e76285a76951c4d228eaae789281,30,Female,White,Moderate,No,Full-Time
8fe09cb50e5c184aba30fd781c719dde,50,Female,White,Conservative,No,Full-Time
ce0cb9c29e701082e20e93009bbf6142,30,Female,Black,Moderate,Yes,Unemployed (and job seeking)
be2520c2b2a81e3ed1c1bc1a88f4400a,44,Female,White,Conservative,No,Full-Time
809e87c8da50ca3dbadf6112c06f8f84,28,Female,White,Liberal,No,Full-Time
7bad051acd55d143fc599c2ab5743fe6,24,Female,White,Liberal,No,Full-Time
63accb972bccec35e82ee2a091bdd8eb,20,Female,White,Moderate,No,Unemployed (and job seeking)
acb9019393876eb3c53f2d018d648ee9,35,Female,Black,Liberal,Yes,Full-Time
c61bfb02e0c7ac55615c15d4da72047e,24,Male,Mixed,Moderate,Yes,Full-Time
8f02febd56ad730a1fc80bbee8e9817f,35,Female,Other,Liberal,No,Full-Time
63061eb34886840951011589142dda63,24,Female,White,Liberal,No,Full-Time
ce5050b739f082bb97ad836a3232b13e,21,Female,White,Conservative,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1546522a7f3eabfe27ec655bbed03f0d,36,Female,Asian,Liberal,No,Full-Time
3f1650c4f14a987509c2c6e0e499d790,37,Female,Black,Liberal,No,Full-Time
bdf905e0e96e94a7cbf179e0b29a4606,47,Female,White,Moderate,No,Full-Time
0c86a01db434a190f27ec234c840e51e,50,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
a05b13e1ba2a173f5c14b9d2648a99eb,36,Female,Black,Conservative,No,Part-Time
d48dcd3559f88ec04207636bad86a085,59,Female,White,Conservative,No,Full-Time
2a449f0186fb0719454bf427ca4feba2,22,Female,White,Liberal,No,Unemployed (and job seeking)
4fcd3a2b02609405dc0f5e46040269f1,23,Male,White,Liberal,No,Unemployed (and job seeking)
d71affd2951ff8a232a3d27fe75e7825,30,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
cd166ddcb035d6f2bfc85065c83b2952,48,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b64e152393adde9920bd2b5b623daa99,35,Male,Black,Liberal,Yes,Full-Time
4a7d28877f365e96df01dd2830a0db13,64,Male,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
7c577db1a44abe3cc164c6e9698889a3,28,Male,Mixed,Liberal,No,Unemployed (and job seeking)
9b0c62e9fb3a6b6b14d75ae505dba5fc,34,Female,White,Liberal,No,Unemployed (and job seeking)
d9f17deedbcb6d267da03c08594f348f,41,Male,Mixed,Conservative,No,Part-Time
9b9f4d4628f772eb20889fdd48717820,46,Female,Black,Moderate,No,Full-Time
a95d17613d08a008c35c2b6b3ebb59f0,45,Male,White,Moderate,No,Full-Time
12bf269a3dc9f2cafc570c8ef9c92381,75,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
896155e81022228c68e862b51c8e8989,46,Female,Mixed,Liberal,Yes,Full-Time
b47ea41b8a430b2028a0e562f199ca32,30,Female,White,Liberal,Yes,DATA_EXPIRED
630b3e20708dadd98e95a0cbfb72117e,40,Female,Other,Liberal,No,Full-Time
888f88ef2eaeb228f080076f29235a02,54,Female,White,Liberal,No,Part-Time
d67a58962c87d4c044c76ec0a9002801,40,Female,Black,Liberal,No,Full-Time
b2702ab019ef22efb7879a1ba6246059,21,Female,White,Conservative,No,Unemployed (and job seeking)
cc3b51a4236527a66767bea2e7e7b65d,24,Male,Asian,Liberal,Yes,Part-Time
5b285b1e4bfc81d6ead88d964a7a9fd4,32,Male,Black,Liberal,Yes,Part-Time
e2b68076904a1a376521a6bbd4d70588,28,Female,White,Conservative,Yes,Other
e60d189808ead2817dac836c7ccc6014,24,Female,White,Liberal,Yes,Full-Time
ea768f24751130fb82ee8966ff28ae6c,26,Female,White,Liberal,No,Full-Time
9d76d30da300ca33be38994d2dc94708,34,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
a99cb127ca27cee091eb8b97e271d95f,48,Male,White,Liberal,No,Unemployed (and job seeking)
87d120b8a7b5eb8e0d33634211780b09,67,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1bbee6341e24fc4268dab9502dcdfc94,42,Female,White,Liberal,No,Unemployed (and job seeking)
0b582380823f71ac187805aeea254fab,42,Female,White,Liberal,No,Unemployed (and job seeking)
1c7521ff6719edd191f43cb7f743e4d9,43,Female,White,Liberal,No,Other
dd8c9cd8582d12ca2191b503aa7aa590,48,Female,Mixed,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3be726ffc25a1e0ffa9396a8f9b3e045,24,Female,Mixed,Liberal,No,Unemployed (and job seeking)
84e3bc3f73e35835d2e16659f72f433a,27,Female,White,Conservative,No,Part-Time
6074ec2f5d09f3c63fd311ab2a043abc,45,Female,White,Liberal,No,Unemployed (and job seeking)
cee3e07e72b3a47ad765daa9f2560f5f,18,Male,White,Liberal,Yes,Part-Time
ce4ecb789a8a2444d509397c0ab571c0,36,Female,White,Liberal,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
4f498bcd2f3934f2f2d942bc74e426a5,28,Female,White,Conservative,No,Full-Time
bd01cfee40c4d46ab3e96b0299ddbe12,73,Male,White,Conservative,No,Part-Time
92bc8e579afa56b846c757aa898f511b,47,Male,White,Conservative,No,Unemployed (and job seeking)
a4bdd37ec0e33e8091dee67f80e2cfe0,56,Male,White,Conservative,No,Full-Time
8b1fed5138e174dc252111ca58fc879e,37,Female,White,Liberal,Yes,Full-Time
50d19275739893b741c3f27fbe40ca54,37,Female,White,Liberal,No,Other
8142cb1e506c79d7d301e3e79ba9c2f6,21,Male,White,Conservative,Yes,Unemployed (and job seeking)
03419c5955c815e832c16bc4759db972,53,Male,White,Liberal,No,Full-Time
f6e2ed677b5c562a3c9ce64f80b5ebdc,43,Male,White,Liberal,No,Full-Time
259621e8e72a14dd959bef1c9a0b7942,43,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
31fdfdbd67c0229e78f5987218a40982,36,Female,Asian,Liberal,No,Full-Time
419e576609e5f097ef6fd8ac05b6ee18,36,Male,White,Liberal,No,Full-Time
bcbd518e2943cb49f3ffd1846f10872f,36,Male,Asian,Liberal,No,Due to start a new job within the next month
2801f3bc9cadc0f9df290ae9c7273204,22,Female,White,Liberal,Yes,Unemployed (and job seeking)
5b5738f410c3c6f8f1cc105959da55ea,52,Female,White,Liberal,No,Full-Time
478a4218bb6e0b1883340b813b7958e5,42,Female,White,Conservative,No,Full-Time
a7b575d7aa4cd393f2e30cfb60ec94bf,29,Female,White,Conservative,No,Part-Time
9faa8aab9c47378fe97c1a193fc57535,66,Female,Black,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
fdfb7187a9af8c29950c566ceae42875,39,Female,White,Liberal,No,Full-Time
e622de4c6a7165b0ad54d530a0f2c66f,25,Female,White,Liberal,No,Unemployed (and job seeking)
81eb793b26a829fdbc734364d410c6b8,68,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
507bdca4285867f345369527330e029a,26,Female,White,Liberal,Yes,Part-Time
0db5128f9ccc767449182e578ae598e0,40,Female,Mixed,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
966a9954dc336dcbf510f713c6456298,29,Female,Mixed,Liberal,No,Full-Time
cd4da1219f029a64b9ba648f17f834aa,49,Female,White,Liberal,No,Part-Time
4609a4c3cebee52fcabf2f3b3840bdd3,72,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b4df3a0b0ed60ce7cbc5206d65700a93,66,Female,White,Conservative,No,Part-Time
26cb84e7b7999bc9fe4c84d8e84fd2b4,75,Female,White,Liberal,No,Unemployed (and job seeking)
907c3dfd4b232094c71956b8bbc748a2,26,Male,White,Liberal,No,Unemployed (and job seeking)
5039fbcc1845cb4999912f15ec224bfb,36,Female,White,Conservative,No,Unemployed (and job seeking)
776674e5e4194633ba0140b322335290,31,Female,White,Liberal,Yes,Full-Time
1d5b0a9b5f5de5dad706e0f8127f0952,63,Female,White,Liberal,No,Full-Time
44c7f55b5e9f54dd92fd4cfd4de8f55b,63,Female,White,Conservative,No,Part-Time
c4dc9ead8cf9964e94aab73c74915577,45,Female,White,Liberal,No,Full-Time
cd013372883d8e16ef01ff23886e6684,65,Female,Black,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
8a4d75a3439ece517629c82fae88b020,59,Female,White,Liberal,No,Unemployed (and job seeking)
f3c270070cbb8a368e48a54b20efbc8d,34,Female,White,Liberal,No,Full-Time
57c06ca8c9014ac7dab87c67bb359301,27,Female,White,Liberal,No,Full-Time
e761ae31622a09d6a28d50e7c40cd44b,30,Male,White,Liberal,Yes,Full-Time
4a0791d47f23ac86ed564a7719f94bf2,41,Female,White,Liberal,No,Part-Time
51817520dbd0aff3337c83a025bcf5c7,48,Female,White,Liberal,Yes,Full-Time
b4a756264e9b656f8991763cf59409e6,24,Female,White,Liberal,No,Due to start a new job within the next month
9b9c4a63cf5de52788322ae792746a7b,34,Male,White,Liberal,No,Full-Time
e116e1f042ce32f16e4949882a7fda33,33,Male,Black,Conservative,Yes,Full-Time
64b03fbd55440dc7fa98ee361f21bdce,38,Male,Asian,Conservative,No,Full-Time
9a0dab0fe23ceb1b3210124ff2cdfa4a,49,Male,White,Liberal,No,Full-Time
b63136158b584a4e84940147214bd7d7,47,Male,White,Liberal,No,Full-Time
86845f7013e3629d23b4455ad30a654a,32,Female,White,Liberal,No,Full-Time
e85dcf6e456a30c03165f149fd82ba4e,23,Male,Asian,Liberal,No,Unemployed (and job seeking)
48688f66a2e27338a97477996eebe073,38,Male,White,Conservative,No,Full-Time
8cda9ca15c552c4ef3fedcbae059767c,59,Female,White,Liberal,No,Full-Time
c46e14f2c1f4839a68fa72645ed9a783,41,Female,White,Conservative,Yes,Part-Time
4d16035402a5f18ee71ed5f4fd3c76c5,37,Female,White,Liberal,No,Full-Time
3d3eda498bd22396bf5091193479cbe1,38,Male,Other,Conservative,No,Full-Time
fab6ee975c07b71aa7c637afccc0967d,62,Female,White,Liberal,No,Part-Time
7c5d536cb70765631d0fe0b2d2fe8080,23,Female,Black,Liberal,No,Unemployed (and job seeking)
23658523b9d89c568b7fd4eac6fb13b9,36,Female,White,Conservative,No,Part-Time
e18c7646a0bcf694bc2af37a4706a4ea,57,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
e204d2326edd265e012721c0206eac24,38,Male,White,Liberal,No,Unemployed (and job seeking)
995b12b8ebabf571dc30c83aa810645c,31,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
af96aec8a214eb007b9dc1a247b3ae17,25,Female,White,Liberal,No,Full-Time
b1e3ce881c9d4c2dafb0346d4bfdd3f2,29,Female,White,Liberal,No,Full-Time
b00c16c85ac6826ffcb11026ac384b08,35,Female,Asian,Liberal,No,Other
9e7af591277335f7ca4b46708223ff7b,30,Female,White,Liberal,No,Unemployed (and job seeking)
aeddb391e3d55473a0a9b4c2483dea32,42,Female,White,Conservative,No,Full-Time
1e591fa1bc54fa1257727132c544bd8a,24,Female,Black,Conservative,No,Full-Time
fe5230a4950e212603394bc7eca5bbb0,35,Female,White,Conservative,No,Unemployed (and job seeking)
d15d0b99e6654e82b72e92ceaac15661,24,Female,Mixed,Liberal,No,Unemployed (and job seeking)
e82982ef8f359deeccfa41ed5be486d4,27,Female,White,Liberal,Yes,DATA_EXPIRED
e18748be8560d2392c83f450f2f77a51,18,Male,Prefer not to say,Liberal,Yes,Unemployed (and job seeking)
c57dfc8fdf36b2ab3f792bcfc66dcc23,41,Female,White,Liberal,No,Unemployed (and job seeking)
a5e023d2e28d48e5589df76ec5366177,58,Female,White,Liberal,No,Full-Time
7ae14b8fca63b4e4db92f4ad6d7a93a3,30,Female,White,Liberal,No,Full-Time
05984cc4de46555f0a292d885cb41255,21,Male,Asian,Conservative,Yes,Unemployed (and job seeking)
ac6134fd37220452dfcff41fe6853a26,29,Female,White,Liberal,No,Part-Time
f9697eb1dd0556721943f9cfcb04c720,37,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
7febe8f4e0d2d52935a6a72217eb5af0,21,Female,White,Liberal,Yes,Part-Time
6113f7b554e81cbf0c96cfd1872d4833,58,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
602c99f4d2831cdd40eaa8d8197a981e,31,Female,Mixed,Liberal,No,Part-Time
becd2651672d48e80262d357d5d2c703,35,Male,Black,Liberal,No,Unemployed (and job seeking)
a6fed8655b83fe3865a9a932dbf10a07,18,Male,Mixed,Liberal,Yes,Part-Time
dae863b82247e39c5a17ebbbb29e2a14,38,Male,Black,Liberal,No,Full-Time
6f63597306daa6d3dae4bd9c13f2c27c,49,Male,White,Liberal,No,Full-Time
fa4a1f969e16fa56b2405ecae38ace66,74,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2be0c585cbb48a5302684f10376e6520,35,Male,White,Liberal,No,Full-Time
132ec7c8ce7cb3cae42f4d9bbc2e409e,43,Male,White,Liberal,No,Full-Time
3b785222c2cf7b95762715d7839333ae,24,Female,White,Liberal,No,Full-Time
7ea47a6957e3d59efa215ec19f810566,24,Female,White,Liberal,Yes,Part-Time
d622a72b56ecf71d217d258dcc7f7235,42,Female,White,Liberal,No,Full-Time
e8ab3f5a9d69b6e552cbcec3e6e4aa8c,34,Male,White,Liberal,No,Full-Time
0c541667c7aa2aa2d60c9aff02b278ad,50,Female,White,Liberal,Yes,Full-Time
975cba147c60cdad863e4cd8790826f5,28,Female,Mixed,Liberal,No,Unemployed (and job seeking)
9110871f8a27bb058be55904d1b09a28,26,Female,White,Liberal,No,Full-Time
dcde4f0a61435f58856cd706df7e5028,37,Female,Black,Liberal,No,Unemployed (and job seeking)
d0959451e8124b05cddfbc3aa94a156d,25,Male,White,Liberal,No,Full-Time
48eae3949590d7e191e16e7eab0bd786,34,Female,White,Liberal,Yes,Full-Time
8a70ad54ef52d1cf4b10295efae54869,49,Female,White,Conservative,No,Other
004dbfcbd648bbab38931f0765106ce6,56,Male,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3058ae03f6fc29e7c0d022c6b6e27223,30,Female,White,Liberal,No,Full-Time
81468a24909ae0ab6f1226ad5b01cab2,18,Female,Black,Liberal,Yes,Unemployed (and job seeking)
b48761e5c20f84947d3b2661cdf6baeb,20,Female,Asian,Liberal,Yes,Unemployed (and job seeking)
ab42bd73957dbad1abf63c94e205456b,31,Female,Black,Liberal,No,Unemployed (and job seeking)
b95e458496f6126bff607e11ce9252e0,50,Female,White,Conservative,No,Full-Time
e341d95909764df3a9aeb869a5268168,38,Female,White,Liberal,No,Part-Time
2889eba3015c5558ff7824369dbded6b,27,Female,White,Liberal,No,Full-Time
86c7fac19740a99f5a3405f05be38d9b,28,Female,Black,Liberal,No,Part-Time
2911a703a9fc5454d543fd24cbbb2b45,23,Female,Asian,Liberal,No,Full-Time
a8c8de34a8df312651362d2c423a9f31,31,Female,Prefer not to say,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
89a23a64ed88fd6b0882cdd741c51938,41,Male,Other,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
acc59f442ef6a11faacae51fdc671b83,47,Female,White,Conservative,No,Full-Time
97d953912d50b3466bc81fb05dd92d1e,24,Female,White,Liberal,No,Full-Time
c53426e57dbeeb297e0d5931b6c9da16,36,Female,Mixed,Liberal,No,Part-Time
9eb3c3c3fcec32de9fdb0a0bd49655bc,24,Male,White,Conservative,No,Full-Time
5fed07b9587666f1b376ec9930c3745e,20,Female,Black,Conservative,No,Part-Time
2f018c375f536b43bcb3e20566b08bc4,52,Male,Black,Liberal,No,Other
94c111cbb474af048bf2ebb65720843f,38,Male,White,Liberal,No,Full-Time
65be1cd4c6d4681c058b331f24ad9aab,66,Female,Mixed,Liberal,No,Full-Time
3663a66f0cae933cf453436aa9742bf0,34,Female,Asian,Liberal,Yes,Full-Time
119c4a6eb0fcf5a49c235946ad069411,52,Female,Mixed,Liberal,No,Full-Time
6de3b9d60793234ce195aab9f70e2876,23,Male,White,Liberal,No,Unemployed (and job seeking)
f0967fa431859282f47ede87ef204db1,23,Male,Other,Liberal,Yes,Unemployed (and job seeking)
e9f2775be96af0babe375e66b333aeb5,32,Male,Mixed,Liberal,No,Part-Time
365f36da671cb1cecb62088691f24bab,32,Female,Asian,Liberal,No,Full-Time
1e681c4a3393248040ccbf8757b08453,48,Female,White,Liberal,No,Full-Time
90ad0e11939dfbee7c78161c2ced10ac,28,Female,White,Liberal,No,Part-Time
6e8882c57d92e44ccfa044b562e64b05,18,Male,White,Liberal,Yes,Unemployed (and job seeking)
cd04b0af9de9b1e0e873cc3eb0dd3915,33,Female,Black,Conservative,No,Unemployed (and job seeking)
c4c7118b7f31e997289fe28d828e3d8d,29,Female,White,Liberal,No,Full-Time
ac21d6210cebdf74e8a44406637d1e50,39,Female,White,Liberal,No,Full-Time
5bf270976bf4d5e568a31aa90f2451bd,50,Male,White,Liberal,No,Full-Time
cebef23b913f3a64a9d2139e996f0560,63,Female,White,Liberal,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2d46bb2a87949753292b796278a311ac,75,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
7ee8c141e2ae91c23d04e273f424341c,40,Female,White,Conservative,No,Part-Time
c833cbbc222b05d7126afc8204bf6e87,28,Female,White,Conservative,No,Full-Time
7f7bccb220792a3a52a783ab17c86c47,56,Female,Black,Conservative,No,Part-Time
7e99effdafdeebaca54974f5878b3b83,30,Male,Other,Liberal,Yes,Due to start a new job within the next month
036dc91d5ff325a83f1086e01cdc8158,25,Male,Other,Liberal,No,Part-Time
ec1eb567042a225216e8e34f484f6842,57,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
873559306808631cade9051c55ffdecb,30,Female,Asian,Liberal,No,Full-Time
c92dadc8da82f1af2226774d491f0413,40,Male,White,Conservative,No,Full-Time
4b16acf9e27f4b1f3d3616bf8c65f98f,31,Female,White,Liberal,No,Full-Time
4bbd56b6aceeba104154efc65716d249,69,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
ce04d1bf36bef560cb9e55f3024d950b,47,Female,White,Conservative,No,Other
034b3dd1ffe940ed8e0e4b715620e382,50,Female,White,Conservative,No,Full-Time
f4c63b36a59730767c19a15ae65fb257,39,Female,White,Liberal,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
a6d689b5d0995f25cea52cd653416dd7,40,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1cb03863065459a06a2dedd506078838,30,Female,White,Conservative,No,Other
3c5bda327a1a3d4d48760a594d4a7abf,34,Female,White,Liberal,No,Full-Time
feb2c8da1266b2cba015909482691757,32,Male,Mixed,Liberal,No,Full-Time
292bd387e93fa25bcf67469e9d1db6bd,47,Female,Black,Liberal,No,Part-Time
038dee9db62607b8a9b77908218c9ac9,40,Male,Black,Conservative,No,Part-Time
8ac09148acdb38e1bf8af6ced43ac2f0,36,Male,White,Liberal,No,Full-Time
5c9f7266ed20604a5bc768ab5e6b48e3,38,Female,Black,Liberal,No,Part-Time
5b80aee07e4edef012199e00e91a15f7,53,Female,Mixed,Liberal,No,Part-Time
bf13771cf4989449cf92daebd4d5ec9f,73,Female,Black,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
594f4c720839b06cbfd2807094971614,46,Female,White,Liberal,No,Full-Time
e2a13408d83e4eb71b10fec073d70987,55,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f037a1db9f09aff5c6d728782cc6119a,67,Female,White,Liberal,No,DATA_EXPIRED
80a86c4e945fb42bb6df60027de9a114,29,Female,White,Conservative,No,Full-Time
89091090666989d12d4768e5609a1eca,53,Male,Black,Liberal,No,Full-Time
547307112e59dc164bcd8745f30345b2,28,Female,White,Liberal,No,Unemployed (and job seeking)
e1511c6e3ea7bca68c7afbbe861e6209,40,Male,Mixed,Conservative,No,Full-Time
44670dbac56226013dbb2e8b4a1cce7b,53,Female,Black,Conservative,No,Full-Time
ccfbc1c6e2a23a545242e72090928d5e,51,Female,White,Liberal,No,Part-Time
9761e916acc9e585e3bb5a455cd0826c,43,Female,White,Liberal,No,Full-Time
222db9caf35caaaa86f4cc86dfe5b9b2,35,Male,Black,Liberal,Yes,Part-Time
cacee7e2266e44e0d5814aadface4741,36,Female,White,Conservative,No,Full-Time
045d427d8221ff78239c51366b1ec47e,41,Female,Black,Liberal,No,Full-Time
72a76166efb2af1db528a061c42017af,36,Prefer not to say,Mixed,Liberal,Yes,Full-Time
8204b0a26fa1d22ddb76f93bd2ef254c,24,Female,Mixed,Liberal,Yes,Unemployed (and job seeking)
29f7a483a928e7ddd8d23ec54daf4163,49,Female,White,Conservative,No,Full-Time
4dadd31665cce209192b5e8c284ced13,49,Female,Black,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
699f07cdc339727a81d6c8f4749d3471,66,Male,Black,Liberal,No,Full-Time
ec525e77ca266e335b7be9dc9058dda3,31,Female,White,Liberal,No,Full-Time
904af6ac39925118da2cc7659eea990b,51,Female,White,Conservative,No,Full-Time
4c806ff2cad34e87d631330e847806e2,32,Female,White,Liberal,No,Full-Time
619be2053ea85596f2afaa9e3321a5c4,28,Female,Mixed,Liberal,Yes,Part-Time
c956617d6461c9a821a3cd94a9a4d959,21,Female,Black,Liberal,No,Full-Time
a8480d3b6c03db3f1fa6fe2c7b255c04,55,Female,White,Liberal,No,Unemployed (and job seeking)
42ec35b9864c4cb2d123612c3536a1df,34,Female,White,Liberal,No,Part-Time
d7595cbfd6065bdbe1385f4b25a4e07f,55,Female,White,Liberal,No,Full-Time
93e23b7cfc946c6448645eb28c06eafd,29,Female,Asian,Liberal,No,Full-Time
d71f3d711b571722ed1e48027795aeaf,35,Male,White,Conservative,No,Part-Time
81aefa7f35d87a6ee116bb1e5a9fe5ee,46,Female,White,Conservative,No,Part-Time
b45215e215410261eb0a8f80ec2d880c,66,Female,White,Liberal,No,Part-Time
f585bb1f5682377790aabf4427c40ddf,21,Female,White,Liberal,Yes,Part-Time
7dcc8a12681561effb20b73799d5d150,23,Male,White,Liberal,No,Unemployed (and job seeking)
1e5546b9eec2962c290f5976b1517a96,62,Female,White,Liberal,No,Part-Time
446ee374ec7f90096b80362cbc71c418,57,Male,White,Conservative,Yes,Full-Time
30fae53f4efbc193ae297c05dd4335e0,30,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
fa9a0b149428a5c8452a15cd4feb5caf,35,Male,Mixed,Conservative,No,Full-Time
28f72822cdfc6fb1f82b2bb61dfd1a5b,67,Female,Black,Liberal,No,Other
